ts;price;volume
981698400000000000;84.2165;240.0
981957600000000000;82.7077;293.0
982044000000000000;83.9057;346.0
982130400000000000;85.0596;399.0
982216800000000000;83.4185;452.0
982303200000000000;84.482;505.0
982648800000000000;82.7497;558.0
982735200000000000;83.7215;211.0
982821600000000000;84.6475;264.0
982908000000000000;82.7781;317.0
983167200000000000;83.614;370.0
983253600000000000;84.406;423.0
983340000000000000;82.405;476.0
983426400000000000;83.1125;529.0
983512800000000000;83.7799;582.0
983772000000000000;81.6589;235.0
983858400000000000;82.2514;288.0
983944800000000000;80.0594;341.0
984031200000000000;80.5853;394.0
984117600000000000;81.0814;447.0
984376800000000000;78.8003;500.0
984463200000000000;79.2448;553.0
984549600000000000;79.6675;206.0
984636000000000000;77.3216;259.0
984722400000000000;77.7101;312.0
984981600000000000;78.0859;365.0
985068000000000000;75.7024;418.0
985154400000000000;76.0628;471.0
985240800000000000;73.6703;524.0
985327200000000000;74.0283;577.0
985586400000000000;74.3899;230.0
985672800000000000;72.0084;283.0
985759200000000000;72.3871;336.0
985845600000000000;72.7791;389.0
985932000000000000;70.4375;442.0
986191200000000000;70.8654;495.0
986277600000000000;71.3157;548.0
986364000000000000;69.0411;201.0
986450400000000000;69.5443;254.0
986536800000000000;67.328;307.0
986796000000000000;67.8943;360.0
986882400000000000;68.4957;413.0
986968800000000000;66.384;466.0
987055200000000000;67.0612;519.0
987400800000000000;67.7789;572.0
987487200000000000;65.7884;225.0
987573600000000000;66.5912;278.0
987660000000000000;67.4381;331.0
987746400000000000;65.5799;384.0
988005600000000000;66.5173;437.0
988092000000000000;64.7504;490.0
988178400000000000;65.7794;543.0
988264800000000000;66.8542;596.0
988351200000000000;65.2244;249.0
988610400000000000;66.3893;302.0
988696800000000000;67.5981;355.0
988783200000000000;66.0998;408.0
988869600000000000;67.393;461.0
988956000000000000;68.7263;514.0
989215200000000000;67.348;567.0
989301600000000000;68.7562;220.0
989388000000000000;67.4487;273.0
989474400000000000;68.9234;326.0
989560800000000000;70.4278;379.0
989820000000000000;69.2093;432.0
989906400000000000;70.7653;485.0
989992800000000000;72.3429;538.0
990079200000000000;71.1891;591.0
990165600000000000;72.8009;244.0
990424800000000000;74.4252;297.0
990511200000000000;73.3088;350.0
990597600000000000;74.9485;403.0
990684000000000000;73.841;456.0
990770400000000000;75.4831;509.0
991116000000000000;77.1214;562.0
991202400000000000;76.0027;215.0
991288800000000000;77.6238;268.0
991375200000000000;79.2315;321.0
991634400000000000;78.0728;374.0
991720800000000000;79.6445;427.0
991807200000000000;81.1938;480.0
991893600000000000;79.968;533.0
991980000000000000;81.4642;586.0
992239200000000000;80.18;239.0
992325600000000000;81.613;292.0
992412000000000000;83.011;345.0
992498400000000000;81.622;398.0
992584800000000000;82.9442;451.0
992844000000000000;84.2258;504.0
992930400000000000;82.7154;557.0
993016800000000000;83.9119;210.0
993103200000000000;85.0642;263.0
993189600000000000;83.4216;316.0
993448800000000000;84.4834;369.0
993535200000000000;82.7495;422.0
993621600000000000;83.7196;475.0
993708000000000000;84.644;528.0
993794400000000000;82.7731;581.0
994053600000000000;83.6074;234.0
994140000000000000;84.3978;287.0
994312800000000000;82.3954;340.0
994399200000000000;83.1014;393.0
994658400000000000;83.7674;446.0
994744800000000000;81.6451;499.0
994831200000000000;82.2363;552.0
994917600000000000;80.0432;205.0
995004000000000000;80.5679;258.0
995263200000000000;81.063;311.0
995349600000000000;78.781;364.0
995436000000000000;79.2247;417.0
995522400000000000;79.6467;470.0
995608800000000000;77.3002;523.0
995868000000000000;77.6882;576.0
995954400000000000;78.0636;229.0
996040800000000000;75.6799;282.0
996127200000000000;76.0401;335.0
996213600000000000;73.6476;388.0
996472800000000000;74.0056;441.0
996559200000000000;74.3674;494.0
996645600000000000;71.9862;547.0
996732000000000000;72.3653;200.0
996818400000000000;72.7579;253.0
997077600000000000;70.4169;306.0
997164000000000000;70.8456;359.0
997250400000000000;71.2967;412.0
997336800000000000;69.023;465.0
997423200000000000;69.5273;518.0
997682400000000000;67.312;571.0
997768800000000000;67.8796;224.0
997855200000000000;68.4822;277.0
997941600000000000;66.3719;330.0
998028000000000000;67.0505;383.0
998287200000000000;67.7696;436.0
998373600000000000;65.7807;489.0
998460000000000000;66.585;542.0
998546400000000000;67.4335;595.0
998632800000000000;65.5769;248.0
998892000000000000;66.5159;301.0
998978400000000000;64.7506;354.0
999064800000000000;65.7813;407.0
999151200000000000;66.8577;460.0
999237600000000000;65.2295;513.0
999583200000000000;66.3959;566.0
999669600000000000;67.6063;219.0
999756000000000000;66.1095;272.0
999842400000000000;67.4042;325.0
1000101600000000000;68.7389;378.0
1000706400000000000;67.3619;431.0
1000792800000000000;68.7713;484.0
1000879200000000000;67.465;537.0
1000965600000000000;68.9408;590.0
1001052000000000000;70.4462;243.0
1001311200000000000;69.2286;296.0
1001397600000000000;70.7854;349.0
1001484000000000000;72.3637;402.0
1001570400000000000;71.2105;455.0
1001656800000000000;72.8228;508.0
1001916000000000000;74.4475;561.0
1002002400000000000;73.3314;214.0
1002088800000000000;74.9713;267.0
1002175200000000000;73.8638;320.0
1002261600000000000;75.5058;373.0
1002520800000000000;77.1439;426.0
1002607200000000000;76.0249;479.0
1002693600000000000;77.6456;532.0
1002780000000000000;79.2528;585.0
1002866400000000000;78.0934;238.0
1003125600000000000;79.6644;291.0
1003212000000000000;81.2128;344.0
1003298400000000000;79.986;397.0
1003384800000000000;81.4812;450.0
1003471200000000000;80.1959;503.0
1003730400000000000;81.6277;556.0
1003816800000000000;83.0245;209.0
1003903200000000000;81.6341;262.0
1003989600000000000;82.9548;315.0
1004076000000000000;84.235;368.0
1004335200000000000;82.7231;421.0
1004421600000000000;83.9181;474.0
1004508000000000000;85.0688;527.0
1004594400000000000;83.4245;580.0
1004680800000000000;84.4848;233.0
1004940000000000000;82.7492;286.0
1005026400000000000;83.7177;339.0
1005112800000000000;84.6405;392.0
1005199200000000000;82.768;445.0
1005285600000000000;83.6007;498.0
1005544800000000000;84.3896;551.0
1005631200000000000;82.3857;204.0
1005717600000000000;83.0903;257.0
1005804000000000000;83.7549;310.0
1005890400000000000;81.6312;363.0
1006149600000000000;82.2212;416.0
1006236000000000000;80.0269;469.0
1006322400000000000;80.5505;522.0
1006495200000000000;81.0446;575.0
1006754400000000000;78.7617;228.0
1006840800000000000;79.2046;281.0
1006927200000000000;79.6259;334.0
1007013600000000000;77.2788;387.0
1007100000000000000;77.6662;440.0
1007359200000000000;78.0413;493.0
1007445600000000000;75.6573;546.0
1007532000000000000;76.0174;599.0
1007618400000000000;73.6248;252.0
1007704800000000000;73.9829;305.0
1007964000000000000;74.3449;358.0
1008050400000000000;71.964;411.0
1008136800000000000;72.3436;464.0
1008223200000000000;72.7366;517.0
1008309600000000000;70.3964;570.0
1008568800000000000;70.8257;223.0
1008655200000000000;71.2777;276.0
1008741600000000000;69.005;329.0
1008828000000000000;69.5103;382.0
1008914400000000000;67.2962;435.0
1009173600000000000;67.8649;488.0
1009346400000000000;68.4688;541.0
1009432800000000000;66.3599;594.0
1009519200000000000;67.0398;247.0
1009778400000000000;67.7604;300.0
1009951200000000000;65.773;353.0
1010037600000000000;66.5789;406.0
1010124000000000000;67.4289;459.0
1010383200000000000;65.574;512.0
1010469600000000000;66.5146;565.0
1010556000000000000;64.751;218.0
1010642400000000000;65.7832;271.0
1010728800000000000;66.8613;324.0
1010988000000000000;65.2346;377.0
1011074400000000000;66.4027;430.0
1011160800000000000;67.6145;483.0
1011247200000000000;66.1192;536.0
1011333600000000000;67.4153;589.0
1011679200000000000;68.7514;242.0
1011765600000000000;67.3757;295.0
1011852000000000000;68.7864;348.0
1011938400000000000;67.4813;401.0
1012197600000000000;68.9582;454.0
1012284000000000000;70.4646;507.0
1012370400000000000;69.2479;560.0
1012456800000000000;70.8055;213.0
1012543200000000000;72.3845;266.0
1012802400000000000;71.2319;319.0
1012888800000000000;72.8447;372.0
1012975200000000000;74.4698;425.0
1013061600000000000;73.354;478.0
1013148000000000000;74.994;531.0
1013407200000000000;73.8866;584.0
1013493600000000000;75.5284;237.0
1013580000000000000;77.1664;290.0
1013666400000000000;76.0471;343.0
1013752800000000000;77.6673;396.0
1014098400000000000;79.274;449.0
1014184800000000000;78.1139;502.0
1014271200000000000;79.6842;555.0
1014357600000000000;81.2318;208.0
1014616800000000000;80.004;261.0
1014703200000000000;81.4982;314.0
1014789600000000000;80.2118;367.0
1014876000000000000;81.6424;420.0
1014962400000000000;83.0379;473.0
1015221600000000000;81.6462;526.0
1015308000000000000;82.9655;579.0
1015394400000000000;84.2441;232.0
1015480800000000000;82.7308;285.0
1015567200000000000;83.9242;338.0
1015826400000000000;85.0733;391.0
1015912800000000000;83.4275;444.0
1015999200000000000;84.4861;497.0
1016085600000000000;82.7489;550.0
1016172000000000000;83.7158;203.0
1016431200000000000;84.637;256.0
1016517600000000000;82.7628;309.0
1016604000000000000;83.594;362.0
1016690400000000000;84.3813;415.0
1016776800000000000;82.3759;468.0
1017036000000000000;83.0791;521.0
1017122400000000000;83.7423;574.0
1017208800000000000;81.6173;227.0
1017295200000000000;82.206;280.0
1017640800000000000;80.0105;333.0
1017727200000000000;80.5331;386.0
1017813600000000000;81.0262;439.0
1017900000000000000;78.7424;492.0
1017986400000000000;79.1844;545.0
1018245600000000000;79.6051;598.0
1018332000000000000;77.2574;251.0
1018418400000000000;77.6443;304.0
1018504800000000000;78.019;357.0
1018591200000000000;75.6347;410.0
1018850400000000000;75.9947;463.0
1018936800000000000;73.6021;516.0
1019023200000000000;73.9602;569.0
1019109600000000000;74.3224;222.0
1019196000000000000;71.9419;275.0
1019455200000000000;72.3218;328.0
1019541600000000000;72.7154;381.0
1019628000000000000;70.3758;434.0
1019714400000000000;70.8059;487.0
1019800800000000000;71.2587;540.0
1020060000000000000;68.987;593.0
1020146400000000000;69.4933;246.0
1020232800000000000;67.2803;299.0
1020319200000000000;67.8503;352.0
1020405600000000000;68.4555;405.0
1020664800000000000;66.3479;458.0
1020751200000000000;67.0293;511.0
1020837600000000000;67.7513;564.0
1020924000000000000;65.7654;217.0
1021010400000000000;66.5728;270.0
1021269600000000000;67.4245;323.0
1021356000000000000;65.5711;376.0
1021442400000000000;66.5133;429.0
1021528800000000000;64.7513;482.0
1021615200000000000;65.7852;535.0
1021874400000000000;66.8649;588.0
1021960800000000000;65.2398;241.0
1022047200000000000;66.4094;294.0
1022133600000000000;67.6228;347.0
1022220000000000000;66.129;400.0
1022565600000000000;67.4266;453.0
1022652000000000000;68.764;506.0
1022738400000000000;67.3897;559.0
1022824800000000000;68.8016;212.0
1023084000000000000;67.4976;265.0
1023170400000000000;68.9756;318.0
1023256800000000000;70.483;371.0
1023343200000000000;69.2673;424.0
1023429600000000000;70.8257;477.0
1023688800000000000;72.4053;530.0
1023775200000000000;71.2534;583.0
1023861600000000000;72.8667;236.0
1023948000000000000;74.4921;289.0
1024034400000000000;73.3765;342.0
1024293600000000000;75.0167;395.0
1024380000000000000;73.9093;448.0
1024466400000000000;75.5511;501.0
1024552800000000000;77.1888;554.0
1024639200000000000;76.0692;207.0
1024898400000000000;77.689;260.0
1024984800000000000;79.2952;313.0
1025071200000000000;78.1345;366.0
1025157600000000000;79.704;419.0
1025244000000000000;81.2508;472.0
1025503200000000000;80.022;525.0
1025589600000000000;81.5152;578.0
1025676000000000000;80.2276;231.0
1025848800000000000;81.657;284.0
1026108000000000000;83.0512;337.0
1026194400000000000;81.6581;390.0
1026280800000000000;82.976;443.0
1026367200000000000;84.2532;496.0
1026453600000000000;82.7384;549.0
1026712800000000000;83.9302;202.0
1026799200000000000;85.0778;255.0
1026885600000000000;83.4303;308.0
1026972000000000000;84.4873;361.0
1027058400000000000;82.7485;414.0
1027317600000000000;83.7138;467.0
1027404000000000000;84.6333;520.0
1027490400000000000;82.7576;573.0
1027576800000000000;83.5872;226.0
1027663200000000000;84.373;279.0
1027922400000000000;82.3661;332.0
1028008800000000000;83.0678;385.0
1028095200000000000;83.7296;438.0
1028181600000000000;81.6033;491.0
1028268000000000000;82.1908;544.0
1028527200000000000;79.9942;597.0
1028613600000000000;80.5157;250.0
1028700000000000000;81.0078;303.0
1028786400000000000;78.7231;356.0
1028872800000000000;79.1643;409.0
1029132000000000000;79.5842;462.0
1029218400000000000;77.2359;515.0
1029304800000000000;77.6224;568.0
1029391200000000000;77.9967;221.0
1029477600000000000;75.6122;274.0
1029736800000000000;75.9719;327.0
1029823200000000000;73.5793;380.0
1029909600000000000;73.9375;433.0
1029996000000000000;74.2999;486.0
1030082400000000000;71.9197;539.0
1030341600000000000;72.3001;592.0
1030428000000000000;72.6943;245.0
1030514400000000000;70.3553;298.0
1030600800000000000;70.7861;351.0
1030687200000000000;71.2398;404.0
1031032800000000000;68.969;457.0
1031119200000000000;69.4764;510.0
1031205600000000000;67.2645;563.0
1031292000000000000;67.8357;216.0
1031551200000000000;68.4422;269.0
1031637600000000000;66.3359;322.0
1031724000000000000;67.0187;375.0
1031810400000000000;67.7422;428.0
1031896800000000000;65.7579;481.0
1032156000000000000;66.5668;534.0
1032242400000000000;67.42;587.0
1032328800000000000;65.5683;240.0
1032415200000000000;66.5121;293.0
1032501600000000000;64.7517;346.0
1032760800000000000;65.7873;399.0
1032847200000000000;66.8685;452.0
1032933600000000000;65.245;505.0
1033020000000000000;66.4162;558.0
1033106400000000000;67.6312;211.0
1033365600000000000;66.1388;264.0
1033452000000000000;67.4378;317.0
1033538400000000000;68.7767;370.0
1033624800000000000;67.4036;423.0
1033711200000000000;68.8168;476.0
1033970400000000000;67.514;529.0
1034056800000000000;68.9931;582.0
1034143200000000000;70.5015;235.0
1034229600000000000;69.2866;288.0
1034316000000000000;70.8458;341.0
1034575200000000000;72.4262;394.0
1034661600000000000;71.2748;447.0
1034748000000000000;72.8886;500.0
1034834400000000000;74.5145;553.0
1034920800000000000;73.3991;206.0
1035180000000000000;75.0394;259.0
1035266400000000000;73.9321;312.0
1035352800000000000;75.5738;365.0
1035439200000000000;77.2113;418.0
1035525600000000000;76.0914;471.0
1035784800000000000;77.7108;524.0
1035871200000000000;79.3163;577.0
1035957600000000000;78.155;230.0
1036044000000000000;79.7237;283.0
1036130400000000000;81.2697;336.0
1036389600000000000;80.04;389.0
1036476000000000000;81.5321;442.0
1036562400000000000;80.2434;495.0
1036648800000000000;81.6716;548.0
1036735200000000000;83.0645;201.0
1036994400000000000;81.6701;254.0
1037080800000000000;82.9865;307.0
1037167200000000000;84.2623;360.0
1037253600000000000;82.7459;413.0
1037340000000000000;83.9362;466.0
1037599200000000000;85.0822;519.0
1037685600000000000;83.4331;572.0
1037772000000000000;84.4885;225.0
1037858400000000000;82.748;278.0
1037944800000000000;83.7117;331.0
1038204000000000000;84.6296;384.0
1038290400000000000;82.7523;437.0
1038376800000000000;83.5803;490.0
1038549600000000000;84.3646;543.0
1038808800000000000;82.3562;596.0
1038895200000000000;83.0565;249.0
1038981600000000000;83.717;302.0
1039068000000000000;81.5893;355.0
1039154400000000000;82.1756;408.0
1039413600000000000;79.9778;461.0
1039500000000000000;80.4982;514.0
1039586400000000000;80.9893;567.0
1039672800000000000;78.7037;220.0
1039759200000000000;79.1441;273.0
1040018400000000000;79.5633;326.0
1040104800000000000;77.2144;379.0
1040191200000000000;77.6004;432.0
1040277600000000000;77.9744;485.0
1040364000000000000;75.5896;538.0
1040623200000000000;75.9492;591.0
1040709600000000000;73.5565;244.0
1040882400000000000;73.9149;297.0
1040968800000000000;74.2775;350.0
1041228000000000000;71.8976;403.0
1041314400000000000;72.2784;456.0
1041487200000000000;72.6731;509.0
1041573600000000000;70.3348;562.0
1041832800000000000;70.7664;215.0
1041919200000000000;71.2209;268.0
1042005600000000000;68.951;321.0
1042092000000000000;69.4595;374.0
1042178400000000000;67.2488;427.0
1042437600000000000;67.8212;480.0
1042524000000000000;68.4289;533.0
1042610400000000000;66.324;586.0
1042696800000000000;67.0082;239.0
1042783200000000000;67.7332;292.0
1043128800000000000;65.7503;345.0
1043215200000000000;66.5608;398.0
1043301600000000000;67.4156;451.0
1043388000000000000;65.5655;504.0
1043647200000000000;66.5109;557.0
1043733600000000000;64.7522;210.0
1043820000000000000;65.7894;263.0
1043906400000000000;66.8722;316.0
1043992800000000000;65.2503;369.0
1044252000000000000;66.4231;422.0
1044338400000000000;67.6396;475.0
1044424800000000000;66.1487;528.0
1044511200000000000;67.4492;581.0
1044597600000000000;68.7894;234.0
1044856800000000000;67.4177;287.0
1044943200000000000;68.8321;340.0
1045029600000000000;67.5305;393.0
1045116000000000000;69.0106;446.0
1045202400000000000;70.52;499.0
1045548000000000000;69.306;552.0
1045634400000000000;70.866;205.0
1045720800000000000;72.4471;258.0
1045807200000000000;71.2963;311.0
1046066400000000000;72.9106;364.0
1046152800000000000;74.5368;417.0
1046239200000000000;73.4217;470.0
1046325600000000000;75.0622;523.0
1046412000000000000;73.9548;576.0
1046671200000000000;75.5965;229.0
1046757600000000000;77.2338;282.0
1046844000000000000;76.1135;335.0
1046930400000000000;77.7325;388.0
1047016800000000000;79.3375;441.0
1047276000000000000;78.1755;494.0
1047362400000000000;79.7435;547.0
1047448800000000000;81.2885;200.0
1047535200000000000;80.0579;253.0
1047621600000000000;81.5489;306.0
1047880800000000000;80.2591;359.0
1047967200000000000;81.6861;412.0
1048053600000000000;83.0777;465.0
1048140000000000000;81.6819;518.0
1048226400000000000;82.997;571.0
1048485600000000000;84.2713;224.0
1048572000000000000;82.7534;277.0
1048658400000000000;83.9421;330.0
1048744800000000000;85.0865;383.0
1048831200000000000;83.4359;436.0
1049090400000000000;84.4896;489.0
1049176800000000000;82.7475;542.0
1049263200000000000;83.7096;595.0
1049349600000000000;84.6259;248.0
1049436000000000000;82.747;301.0
1049695200000000000;83.5734;354.0
1049781600000000000;84.3562;407.0
1049868000000000000;82.3463;460.0
1049954400000000000;83.0452;513.0
1050040800000000000;83.7042;566.0
1050300000000000000;81.5753;219.0
1050386400000000000;82.1603;272.0
1050472800000000000;79.9613;325.0
1050559200000000000;80.4806;378.0
1050904800000000000;80.9708;431.0
1050991200000000000;78.6842;484.0
1051077600000000000;79.1238;537.0
1051164000000000000;79.5424;590.0
1051250400000000000;77.1929;243.0
1051509600000000000;77.5784;296.0
1051596000000000000;77.952;349.0
1051682400000000000;75.567;402.0
1051768800000000000;75.9265;455.0
1051855200000000000;73.5338;508.0
1052114400000000000;73.8922;561.0
1052200800000000000;74.255;214.0
1052287200000000000;71.8754;267.0
1052373600000000000;72.2567;320.0
1052460000000000000;72.652;373.0
1052719200000000000;70.3143;426.0
1052805600000000000;70.7467;479.0
1052892000000000000;71.202;532.0
1052978400000000000;68.9331;585.0
1053064800000000000;69.4426;238.0
1053324000000000000;67.233;291.0
1053410400000000000;67.8067;344.0
1053496800000000000;68.4157;397.0
1053583200000000000;66.3121;450.0
1053669600000000000;66.9978;503.0
1054015200000000000;67.7242;556.0
