ts_ns;bid;bid_volume;ask;ask_volume;last
1700002520000000000;45569.23;5.372;45579.42;2.0964;45579.42
1700002580000000000;45556.66;4.8747;45566.69;5.5025;45556.66
1700002640000000000;45557.65;2.0356;45569.82;0.9898;45569.82
1700002700000000000;45554.64;0.4353;45571.18;0.572;45571.18
1700002760000000000;45596.78;2.9338;45602.36;5.5692;45602.36
1700002820000000000;45595.22;4.0985;45606.5;4.3544;45606.5
1700002880000000000;45589.12;1.8131;45604.73;3.7238;45604.73
1700002940000000000;45608.58;4.7908;45616.9;0.3109;45608.58
1700003000000000000;45611.71;4.6614;45618.37;1.7452;45611.71
1700003060000000000;45639.48;0.8688;45657.25;0.8323;45657.25
1700003120000000000;45687.5;1.3562;45701.09;2.9558;45687.5
1700003180000000000;45713.06;3.3021;45727.63;0.4098;45713.06
1700003240000000000;45706.27;4.2444;45715.11;3.2185;45706.27
1700003300000000000;45702.81;5.4562;45717.9;0.7058;45717.9
1700003360000000000;45683.36;3.8282;45693.71;5.4778;45693.71
1700003420000000000;45693.36;3.1154;45706.5;4.9528;45706.5
1700003480000000000;45697.44;1.3884;45710.56;4.3872;45697.44
1700003540000000000;45679.3;5.8869;45695.9;5.8687;45695.9
1700003600000000000;45667.62;0.2908;45681.68;3.1274;45667.62
1700003660000000000;45669.71;4.6558;45681.41;3.0272;45669.71
1700003720000000000;45650.13;2.6878;45666.27;0.4036;45666.27
1700003780000000000;45669.42;2.9293;45686.24;5.999;45686.24
1700003840000000000;45712.25;5.7051;45723.15;0.6989;45712.25
1700003900000000000;45710.67;5.0207;45722.49;3.4569;45710.67
1700003960000000000;45713.72;3.4478;45729.53;2.0078;45729.53
1700004020000000000;45752.64;3.7347;45768.82;1.9658;45752.64
1700004080000000000;45794.74;3.5233;45806.08;1.3656;45794.74
1700004140000000000;45796.12;0.361;45808.6;5.8225;45808.6
1700004200000000000;45798.13;0.9072;45815.98;0.7407;45798.13
1700004260000000000;45767.21;2.5999;45778.75;5.7498;45778.75
1700004320000000000;45749.34;0.9364;45759.97;2.7153;45759.97
1700004380000000000;45753.5;2.6333;45759.02;0.3706;45759.02
1700004440000000000;45718.26;0.3322;45733.17;1.3258;45718.26
1700004500000000000;45681.24;4.3969;45689.22;1.6179;45689.22
1700004560000000000;45644.56;0.9121;45658.79;3.1607;45658.79
1700004620000000000;45659.73;5.2966;45673.55;0.3349;45673.55
1700004680000000000;45683.37;3.3215;45696.0;5.2103;45683.37
1700004740000000000;45680.63;3.7479;45696.54;5.1692;45680.63
1700004800000000000;45711.41;2.2161;45724.2;1.2506;45724.2
1700004860000000000;45741.24;4.7142;45747.97;1.3283;45741.24
1700004920000000000;45706.71;4.4141;45714.06;1.7051;45706.71
1700004980000000000;45691.18;3.351;45708.36;4.2881;45691.18
1700005040000000000;45679.33;0.303;45692.92;1.3654;45692.92
1700005100000000000;45703.94;0.8694;45721.5;3.1329;45721.5
1700005160000000000;45699.39;1.2962;45712.99;0.6092;45699.39
1700005220000000000;45653.63;3.7575;45668.3;5.4496;45668.3
1700005280000000000;45621.81;1.3827;45628.39;5.0732;45628.39
1700005340000000000;45648.6;0.5593;45653.93;5.7187;45653.93
1700005400000000000;45606.43;2.4671;45611.79;2.6734;45611.79
1700005460000000000;45588.58;0.2768;45600.99;4.266;45588.58
1700005520000000000;45555.03;4.4881;45565.38;2.5508;45555.03
1700005580000000000;45556.52;4.7956;45561.84;2.0774;45556.52
1700005640000000000;45566.65;5.1922;45580.52;3.8504;45580.52
1700005700000000000;45565.8;3.5908;45572.47;2.1777;45572.47
1700005760000000000;45538.38;4.5093;45544.01;1.1282;45544.01
1700005820000000000;45496.98;3.3255;45505.6;2.3452;45505.6
1700005880000000000;45506.87;4.3913;45516.55;0.6092;45516.55
1700005940000000000;45482.13;5.3507;45487.54;5.9454;45482.13
1700006000000000000;45443.58;4.0633;45460.8;2.1593;45460.8
1700006060000000000;45440.64;2.4596;45452.1;5.9993;45440.64
1700006120000000000;45443.6;5.8845;45458.26;0.3324;45443.6
1700006180000000000;45454.57;2.529;45462.16;0.4927;45454.57
1700006240000000000;45456.34;1.6996;45460.5;1.799;45460.5
1700006300000000000;45445.0;5.8094;45456.11;3.4943;45445.0
1700006360000000000;45441.99;0.6419;45457.33;3.6657;45441.99
1700006420000000000;45420.03;2.4382;45437.17;5.8264;45437.17
1700006480000000000;45413.78;2.6916;45426.13;3.0683;45426.13
1700006540000000000;45403.91;2.3203;45416.28;1.8574;45416.28
1700006600000000000;45398.99;4.3563;45406.96;1.917;45398.99
1700006660000000000;45406.76;3.8714;45418.96;2.5711;45418.96
1700006720000000000;45361.02;2.5071;45369.43;3.5741;45369.43
1700006780000000000;45311.01;2.6912;45327.69;2.9701;45311.01
1700006840000000000;45268.65;4.899;45274.03;5.4749;45268.65
1700006900000000000;45290.42;3.701;45305.85;0.8675;45305.85
1700006960000000000;45279.82;0.5019;45286.67;3.263;45279.82
1700007020000000000;45258.16;2.6184;45264.12;3.6861;45264.12
1700007080000000000;45232.09;4.9278;45246.5;0.9944;45246.5
1700007140000000000;45243.63;0.8604;45250.96;5.3777;45250.96
1700007200000000000;45212.5;4.4054;45225.04;4.2544;45212.5
1700007260000000000;45211.91;1.3009;45226.45;1.644;45211.91
1700007320000000000;45237.25;0.5526;45241.8;1.7714;45241.8
1700007380000000000;45189.75;1.4909;45194.29;1.8141;45189.75
1700007440000000000;45212.58;1.5616;45218.84;5.8926;45218.84
1700007500000000000;45201.52;2.1935;45208.47;4.52;45201.52
1700007560000000000;45215.39;4.9678;45225.65;5.0603;45215.39
1700007620000000000;45200.56;2.4627;45215.02;1.074;45200.56
1700007680000000000;45203.26;2.0873;45221.11;3.382;45203.26
1700007740000000000;45194.32;0.7627;45203.49;5.276;45194.32
1700007800000000000;45190.29;3.4942;45200.34;4.9287;45200.34
1700007860000000000;45165.15;0.6413;45180.01;1.4369;45165.15
1700007920000000000;45176.51;4.6321;45187.44;2.1021;45176.51
1700007980000000000;45147.11;2.097;45160.32;5.4564;45160.32
1700008040000000000;45159.18;5.5276;45171.15;5.6516;45171.15
1700008100000000000;45147.76;1.9676;45163.0;2.0422;45163.0
1700008160000000000;45181.35;3.1938;45195.57;0.6889;45195.57
1700008220000000000;45139.8;3.5919;45153.28;4.8176;45153.28
1700008280000000000;45161.17;5.051;45172.73;3.4641;45161.17
1700008340000000000;45126.1;5.1573;45136.46;4.9087;45126.1
1700008400000000000;45124.38;3.4913;45136.0;5.8052;45136.0
1700008460000000000;45087.66;4.7708;45099.32;0.6875;45087.66
1700008520000000000;45071.34;2.0201;45076.81;0.3506;45071.34
1700008580000000000;45033.37;2.6479;45048.79;4.3308;45048.79
1700008640000000000;45056.39;4.6353;45067.69;2.4874;45067.69
1700008700000000000;45082.55;0.993;45091.21;3.0306;45082.55
1700008760000000000;45095.9;2.5815;45112.71;4.9921;45112.71
1700008820000000000;45126.24;5.0362;45141.52;5.3542;45126.24
1700008880000000000;45130.63;4.8531;45144.57;2.6453;45144.57
1700008940000000000;45169.45;1.1411;45176.89;3.8841;45169.45
1700009000000000000;45156.95;3.2686;45166.4;1.7894;45156.95
1700009060000000000;45155.62;1.9603;45169.85;1.102;45155.62
1700009120000000000;45192.27;0.2996;45206.82;2.9903;45192.27
1700009180000000000;45185.49;2.2841;45192.26;3.6124;45192.26
1700009240000000000;45197.7;1.2729;45204.84;1.8302;45197.7
1700009300000000000;45230.85;3.8352;45247.97;5.6636;45247.97
1700009360000000000;45268.03;2.5352;45278.82;5.743;45268.03
1700009420000000000;45274.69;0.4883;45281.78;5.6956;45281.78
1700009480000000000;45315.39;4.6902;45330.52;4.7685;45315.39
1700009540000000000;45338.97;0.2631;45346.29;2.9413;45346.29
1700009600000000000;45342.39;2.6443;45349.84;5.274;45349.84
1700009660000000000;45322.3;1.7047;45330.8;5.2416;45322.3
1700009720000000000;45336.83;1.7458;45354.73;3.3005;45336.83
1700009780000000000;45356.92;1.385;45363.42;5.5141;45356.92
1700009840000000000;45392.35;1.7655;45397.51;4.3558;45392.35
1700009900000000000;45428.58;0.6806;45442.29;4.5419;45442.29
1700009960000000000;45403.29;1.3198;45409.92;4.1569;45409.92
1700010020000000000;45387.42;3.2489;45399.03;1.1138;45399.03
1700010080000000000;45383.91;3.4271;45393.58;5.9842;45383.91
1700010140000000000;45381.21;0.8134;45394.83;2.4866;45394.83
1700010200000000000;45411.0;0.907;45425.98;2.7828;45425.98
1700010260000000000;45441.06;1.9021;45451.72;0.8573;45441.06
1700010320000000000;45478.13;4.3715;45493.95;5.4289;45478.13
1700010380000000000;45475.98;3.3307;45485.25;1.9296;45485.25
1700010440000000000;45506.62;0.7042;45518.4;1.2942;45518.4
1700010500000000000;45538.36;5.6812;45546.97;3.4643;45546.97
1700010560000000000;45545.49;0.7908;45554.85;3.806;45545.49
1700010620000000000;45569.28;1.2432;45583.19;2.5332;45583.19
1700010680000000000;45592.95;1.5142;45598.21;1.1111;45592.95
1700010740000000000;45594.85;2.1816;45609.65;4.9749;45594.85
1700010800000000000;45618.66;4.9624;45633.39;2.4385;45633.39
1700010860000000000;45665.37;4.4162;45678.09;3.756;45678.09
1700010920000000000;45714.74;4.0293;45729.79;3.7299;45714.74
1700010980000000000;45711.74;1.9793;45718.38;2.7592;45718.38
1700011040000000000;45698.99;1.9022;45707.65;0.7954;45698.99
1700011100000000000;45689.65;1.9312;45701.19;1.5567;45689.65
1700011160000000000;45709.64;5.6143;45716.41;5.9905;45709.64
1700011220000000000;45727.77;4.0248;45732.15;4.7044;45727.77
1700011280000000000;45714.88;4.2432;45726.96;2.1093;45726.96
1700011340000000000;45705.25;2.8233;45721.61;4.4327;45705.25
1700011400000000000;45750.97;3.4522;45762.58;3.45;45762.58
1700011460000000000;45733.84;5.4024;45748.28;2.1413;45733.84
1700011520000000000;45713.67;1.8738;45729.21;5.4026;45713.67
1700011580000000000;45747.87;1.1621;45756.96;3.666;45747.87
1700011640000000000;45753.97;4.7397;45763.62;5.5934;45753.97
1700011700000000000;45746.44;4.4785;45759.84;2.4135;45746.44
1700011760000000000;45730.37;0.3918;45740.13;3.2616;45730.37
1700011820000000000;45746.69;3.2147;45753.12;1.7292;45753.12
1700011880000000000;45715.43;4.3854;45730.41;4.7675;45730.41
1700011940000000000;45761.84;2.9255;45774.24;2.5863;45774.24
1700012000000000000;45790.78;5.9688;45801.58;5.0618;45801.58
1700012060000000000;45826.96;0.8648;45832.6;5.6458;45832.6
1700012120000000000;45833.94;5.4448;45844.0;2.06;45833.94
1700012180000000000;45823.1;2.7127;45835.73;2.3836;45835.73
1700012240000000000;45851.76;3.6419;45860.03;0.6048;45851.76
1700012300000000000;45885.62;5.2637;45893.02;5.8408;45893.02
1700012360000000000;45904.64;1.5871;45916.01;1.9765;45916.01
1700012420000000000;45942.33;5.9958;45958.65;4.4386;45958.65
1700012480000000000;45979.33;4.8705;45989.23;1.4863;45989.23
1700012540000000000;45985.28;0.7717;46001.92;4.7957;45985.28
1700012600000000000;46021.62;2.8285;46033.69;1.9174;46033.69
1700012660000000000;45989.34;2.7565;45995.75;2.8102;45995.75
1700012720000000000;45959.47;1.5386;45973.17;1.9761;45973.17
1700012780000000000;45996.0;3.0908;46004.31;5.6168;46004.31
1700012840000000000;46028.48;5.1822;46035.32;4.2166;46028.48
1700012900000000000;46000.6;2.2541;46016.33;2.9404;46000.6
1700012960000000000;46012.81;3.447;46026.58;3.292;46012.81
1700013020000000000;45986.73;0.49;46003.06;0.8154;46003.06
1700013080000000000;46027.24;2.6381;46035.08;5.2981;46035.08
1700013140000000000;46037.11;2.7819;46054.24;0.6581;46037.11
1700013200000000000;46070.07;4.2087;46075.76;1.7599;46070.07
1700013260000000000;46066.77;1.7851;46074.91;4.8615;46066.77
1700013320000000000;46071.72;1.9454;46078.93;5.5751;46071.72
1700013380000000000;46047.78;0.7219;46060.74;5.9016;46060.74
1700013440000000000;46081.41;5.4629;46086.44;0.2405;46086.44
1700013500000000000;46077.74;3.4977;46087.67;1.1542;46077.74
1700013560000000000;46053.73;3.379;46061.64;1.2809;46053.73
1700013620000000000;46089.31;2.8775;46093.78;4.5534;46093.78
1700013680000000000;46037.88;0.5493;46054.37;0.5714;46054.37
1700013740000000000;46020.32;0.3853;46031.09;1.8904;46020.32
1700013800000000000;46019.29;0.8502;46034.09;2.7263;46034.09
1700013860000000000;46019.76;4.3534;46027.35;4.3851;46027.35
1700013920000000000;46011.76;3.5645;46018.85;3.094;46011.76
1700013980000000000;45974.93;0.5046;45992.52;2.8006;45974.93
1700014040000000000;45955.3;3.7296;45967.81;4.8758;45967.81
1700014100000000000;45962.86;0.3794;45978.86;0.8629;45962.86
1700014160000000000;45961.66;4.7913;45973.27;1.5803;45961.66
1700014220000000000;45917.56;4.2348;45927.52;4.954;45927.52
1700014280000000000;45928.71;3.9704;45939.68;3.1612;45939.68
1700014340000000000;45901.59;4.2059;45907.82;5.0194;45907.82
1700014400000000000;45854.56;2.3136;45864.31;1.4548;45854.56
1700014460000000000;45811.99;3.6843;45826.57;0.9803;45826.57
1700014520000000000;45801.44;0.2194;45819.24;2.5772;45801.44
1700014580000000000;45760.85;2.937;45772.64;5.6263;45760.85
1700014640000000000;45763.0;5.8612;45777.04;3.7522;45777.04
1700014700000000000;45733.11;1.6018;45744.84;2.877;45733.11
1700014760000000000;45712.27;5.8912;45720.99;3.7432;45712.27
1700014820000000000;45671.76;5.9695;45683.95;4.4771;45671.76
1700014880000000000;45658.39;5.0897;45667.89;2.4106;45658.39
1700014940000000000;45624.11;1.2649;45632.97;3.3874;45624.11
1700015000000000000;45610.25;3.6445;45619.85;4.6057;45619.85
1700015060000000000;45589.91;4.1393;45607.81;5.2038;45589.91
1700015120000000000;45585.16;0.4735;45595.03;1.8037;45595.03
1700015180000000000;45582.14;4.5014;45593.4;3.1704;45582.14
1700015240000000000;45552.75;1.0904;45561.8;5.6325;45561.8
1700015300000000000;45512.61;5.0681;45519.98;0.8916;45519.98
1700015360000000000;45526.36;5.1564;45536.66;2.412;45536.66
1700015420000000000;45535.72;0.5185;45546.99;2.485;45535.72
1700015480000000000;45525.41;3.1806;45532.04;0.9403;45525.41
1700015540000000000;45497.16;3.3551;45507.09;0.9888;45507.09
1700015600000000000;45470.64;2.3866;45480.96;5.3047;45480.96
1700015660000000000;45462.19;0.9928;45472.48;3.1976;45472.48
1700015720000000000;45430.3;2.2007;45438.39;1.4514;45430.3
1700015780000000000;45444.11;3.0004;45458.57;0.2659;45458.57
1700015840000000000;45451.08;5.1471;45456.02;3.4371;45456.02
1700015900000000000;45447.81;5.2366;45465.18;1.5607;45465.18
1700015960000000000;45408.59;2.4761;45418.58;0.5486;45418.58
1700016020000000000;45434.23;4.2794;45442.22;1.4854;45442.22
1700016080000000000;45397.49;2.2342;45412.25;4.3314;45397.49
1700016140000000000;45406.76;4.8643;45423.47;2.9742;45423.47
1700016200000000000;45416.52;4.2611;45428.27;0.3337;45428.27
1700016260000000000;45375.18;5.492;45391.92;1.7776;45391.92
1700016320000000000;45369.0;2.9198;45381.2;2.0881;45381.2
1700016380000000000;45330.93;2.0766;45335.43;2.365;45335.43
1700016440000000000;45300.16;1.2788;45313.52;2.9216;45313.52
1700016500000000000;45331.8;3.5418;45340.88;5.6658;45331.8
1700016560000000000;45333.74;2.5835;45346.43;2.6103;45346.43
1700016620000000000;45294.31;2.8075;45304.81;5.8047;45304.81
1700016680000000000;45254.13;3.141;45260.03;1.9899;45260.03
1700016740000000000;45247.71;3.7114;45252.0;1.7648;45252.0
1700016800000000000;45256.04;0.2054;45263.32;3.3541;45263.32
1700016860000000000;45210.03;5.1241;45221.68;4.6387;45210.03
1700016920000000000;45216.27;5.0204;45228.12;5.8192;45228.12
1700016980000000000;45197.49;0.3123;45202.94;4.8725;45197.49
1700017040000000000;45206.44;5.7907;45220.05;4.9815;45206.44
1700017100000000000;45190.97;4.8689;45204.62;1.9033;45204.62
1700017160000000000;45171.84;3.2971;45186.32;1.5748;45171.84
1700017220000000000;45160.06;5.5211;45173.94;4.4776;45160.06
1700017280000000000;45197.87;5.3366;45213.32;1.999;45213.32
1700017340000000000;45199.82;0.4342;45213.33;3.8052;45213.33
1700017400000000000;45234.29;1.6726;45239.04;3.1432;45239.04
1700017460000000000;45211.49;2.3327;45224.38;4.1605;45211.49
1700017520000000000;45198.87;5.0877;45213.5;5.0055;45213.5
1700017580000000000;45216.67;4.4934;45222.43;1.7598;45216.67
1700017640000000000;45187.5;4.0823;45196.78;1.54;45187.5
1700017700000000000;45227.83;4.2242;45238.43;4.7864;45227.83
1700017760000000000;45214.25;1.6615;45222.05;4.0615;45222.05
1700017820000000000;45247.98;0.4825;45265.82;4.3369;45247.98
1700017880000000000;45287.77;2.2675;45294.49;3.3231;45287.77
1700017940000000000;45280.2;5.0301;45296.87;5.1622;45280.2
1700018000000000000;45279.76;4.8428;45288.09;5.0644;45288.09
1700018060000000000;45260.73;2.5675;45274.84;1.0236;45274.84
1700018120000000000;45284.68;1.8396;45291.71;5.2266;45291.71
1700018180000000000;45266.3;5.6146;45271.8;1.658;45271.8
1700018240000000000;45267.87;5.3297;45274.0;1.7671;45267.87
1700018300000000000;45255.72;2.0684;45265.32;0.6698;45255.72
1700018360000000000;45254.04;0.4971;45261.68;0.5734;45261.68
1700018420000000000;45277.9;2.1505;45281.96;1.0104;45277.9
1700018480000000000;45323.22;0.3863;45332.94;2.2381;45332.94
1700018540000000000;45338.32;3.7769;45345.33;4.9973;45345.33
1700018600000000000;45324.91;5.2147;45342.05;5.9669;45342.05
1700018660000000000;45340.39;0.4725;45357.57;5.1722;45340.39
1700018720000000000;45355.47;1.7719;45368.91;0.3391;45368.91
1700018780000000000;45332.33;5.3415;45342.85;0.5695;45342.85
1700018840000000000;45303.4;4.8987;45314.78;4.7953;45314.78
1700018900000000000;45304.26;5.0004;45319.5;4.6527;45304.26
1700018960000000000;45352.46;5.0716;45363.21;2.5695;45352.46
1700019020000000000;45326.86;2.077;45332.83;4.4011;45332.83
1700019080000000000;45361.58;3.9006;45370.68;2.2535;45370.68
1700019140000000000;45336.46;3.6464;45349.61;1.7348;45336.46
1700019200000000000;45370.59;4.5105;45377.55;3.3682;45370.59
1700019260000000000;45357.31;1.0291;45362.8;2.232;45362.8
1700019320000000000;45328.9;0.5028;45338.5;0.7495;45328.9
1700019380000000000;45304.09;0.5857;45310.54;3.6166;45310.54
1700019440000000000;45304.97;1.4739;45322.45;2.5677;45304.97
1700019500000000000;45348.22;2.4626;45353.2;5.5412;45348.22
1700019560000000000;45379.24;0.2585;45390.6;4.4352;45390.6
1700019620000000000;45427.38;3.7754;45432.15;2.1986;45432.15
1700019680000000000;45463.78;3.1281;45476.58;3.4929;45463.78
1700019740000000000;45444.56;4.516;45458.9;2.7298;45458.9
1700019800000000000;45452.32;1.5342;45461.71;3.6839;45452.32
1700019860000000000;45467.62;3.8385;45472.07;2.7915;45467.62
1700019920000000000;45480.36;1.0812;45497.41;2.9184;45497.41
1700019980000000000;45515.04;4.4732;45523.42;5.9386;45523.42
1700020040000000000;45485.78;4.5665;45503.33;5.4046;45485.78
1700020100000000000;45476.32;3.9655;45492.08;5.6386;45476.32
1700020160000000000;45513.12;5.9634;45524.29;0.576;45513.12
1700020220000000000;45542.33;4.8816;45549.84;2.8336;45542.33
1700020280000000000;45582.13;1.8218;45588.87;3.9335;45582.13
1700020340000000000;45558.89;4.591;45569.06;5.2854;45558.89
1700020400000000000;45589.57;4.6707;45605.54;3.3858;45589.57
1700020460000000000;45627.5;2.3219;45633.62;0.782;45627.5
1700020520000000000;45665.1;1.4736;45682.48;1.8734;45682.48
1700020580000000000;45652.17;5.1254;45661.61;3.7789;45661.61
1700020640000000000;45621.92;1.3991;45639.75;3.8494;45621.92
1700020700000000000;45634.48;2.3937;45652.4;4.9359;45652.4
1700020760000000000;45669.79;4.018;45687.03;1.4098;45669.79
1700020820000000000;45656.95;4.2238;45662.74;2.9055;45656.95
1700020880000000000;45644.85;2.1953;45652.47;3.8125;45652.47
1700020940000000000;45621.49;4.2116;45639.42;4.4703;45639.42
1700021000000000000;45658.36;1.3611;45673.13;0.6144;45673.13
1700021060000000000;45657.17;2.5722;45672.65;2.8494;45657.17
1700021120000000000;45700.53;4.281;45709.38;1.5633;45700.53
1700021180000000000;45683.87;1.8616;45700.08;5.1559;45700.08
1700021240000000000;45668.42;1.3526;45679.11;2.6014;45668.42
1700021300000000000;45670.42;2.6308;45675.32;1.8315;45675.32
1700021360000000000;45684.41;4.038;45692.16;0.2736;45684.41
1700021420000000000;45647.09;3.6411;45656.34;5.2241;45656.34
1700021480000000000;45642.69;4.959;45651.47;5.1316;45642.69
1700021540000000000;45649.24;5.3998;45654.64;0.7126;45654.64
1700021600000000000;45611.69;3.6233;45616.11;4.2444;45611.69
1700021660000000000;45624.4;0.6207;45630.58;1.1884;45630.58
1700021720000000000;45618.92;0.5533;45632.05;1.489;45618.92
1700021780000000000;45659.23;5.0063;45668.76;3.9698;45659.23
1700021840000000000;45699.93;2.8809;45704.86;2.5275;45699.93
1700021900000000000;45695.8;3.0846;45707.98;5.0161;45707.98
1700021960000000000;45659.56;0.2209;45674.68;5.7584;45674.68
1700022020000000000;45668.45;2.9478;45686.03;5.3273;45686.03
1700022080000000000;45669.17;5.1862;45673.39;5.6783;45669.17
1700022140000000000;45631.15;3.4543;45640.93;5.8516;45631.15
1700022200000000000;45610.17;0.9226;45621.27;3.4937;45610.17
1700022260000000000;45618.25;1.9891;45629.38;2.246;45618.25
1700022320000000000;45593.27;0.5149;45603.06;1.4623;45603.06
1700022380000000000;45563.2;0.9984;45568.66;5.4116;45563.2
1700022440000000000;45525.2;1.2071;45537.1;3.7845;45525.2
1700022500000000000;45515.4;1.0917;45519.55;4.9469;45519.55
1700022560000000000;45477.12;0.3655;45488.55;0.8395;45488.55
1700022620000000000;45502.42;4.6225;45514.03;4.6985;45514.03
1700022680000000000;45490.99;1.7128;45496.09;0.8481;45496.09
1700022740000000000;45466.07;3.9933;45476.91;5.3428;45466.07
1700022800000000000;45462.69;5.4424;45473.71;2.4878;45473.71
1700022860000000000;45434.32;1.4763;45446.72;0.6898;45446.72
1700022920000000000;45415.35;2.1364;45428.43;0.8774;45428.43
1700022980000000000;45436.59;3.2617;45441.45;3.3757;45441.45
1700023040000000000;45447.77;4.3361;45461.22;0.3879;45461.22
1700023100000000000;45439.31;4.5468;45446.53;3.0269;45439.31
1700023160000000000;45416.09;0.8086;45428.39;4.1879;45428.39
1700023220000000000;45443.75;3.6687;45452.87;2.3396;45452.87
1700023280000000000;45406.75;0.5251;45421.43;1.2655;45406.75
1700023340000000000;45396.9;0.5077;45411.45;0.7384;45411.45
1700023400000000000;45392.3;5.6736;45407.61;3.9538;45407.61
1700023460000000000;45376.6;4.1434;45384.6;0.6957;45376.6
1700023520000000000;45391.16;2.0407;45399.75;4.9523;45399.75
1700023580000000000;45392.66;4.6288;45397.45;0.4781;45392.66
1700023640000000000;45378.86;3.9044;45395.84;0.3296;45378.86
1700023700000000000;45379.77;4.4741;45383.84;2.6264;45379.77
1700023760000000000;45341.04;4.175;45346.21;1.0121;45346.21
1700023820000000000;45338.2;2.781;45353.41;5.4042;45338.2
1700023880000000000;45351.95;2.2644;45369.34;5.0235;45351.95
1700023940000000000;45360.13;4.2074;45369.69;3.9861;45360.13
1700024000000000000;45383.29;2.606;45390.24;3.3107;45383.29
1700024060000000000;45343.4;2.5641;45351.24;5.4003;45351.24
1700024120000000000;45304.66;3.0677;45318.5;2.7331;45318.5
1700024180000000000;45295.48;3.3873;45306.23;5.1586;45306.23
1700024240000000000;45261.09;1.1504;45269.94;2.2285;45269.94
1700024300000000000;45244.26;2.8812;45256.5;4.6711;45244.26
1700024360000000000;45228.78;2.1025;45246.51;4.2451;45228.78
1700024420000000000;45232.81;2.5827;45241.72;0.4617;45232.81
1700024480000000000;45246.95;1.6107;45254.51;1.4374;45246.95
1700024540000000000;45236.15;5.4759;45253.81;2.8435;45253.81
1700024600000000000;45200.84;3.7957;45207.44;4.1407;45200.84
1700024660000000000;45150.09;3.4948;45163.87;3.3987;45163.87
1700024720000000000;45141.35;5.8308;45151.61;2.2694;45151.61
1700024780000000000;45097.46;1.4672;45112.44;1.3557;45112.44
1700024840000000000;45058.25;3.5782;45072.95;5.4164;45072.95
1700024900000000000;45067.53;5.7159;45076.63;4.3677;45076.63
1700024960000000000;45064.64;5.8955;45080.27;0.8405;45080.27
1700025020000000000;45020.41;1.6707;45031.93;1.8996;45031.93
1700025080000000000;45019.69;0.6394;45027.37;0.3682;45027.37
1700025140000000000;45048.85;2.46;45054.98;4.9671;45048.85
1700025200000000000;45048.2;4.4567;45059.81;3.3004;45059.81
1700025260000000000;45027.31;4.7237;45037.28;3.9806;45027.31
1700025320000000000;45018.2;2.2047;45031.81;1.4538;45031.81
1700025380000000000;45020.54;1.5467;45029.42;5.7093;45020.54
