ts_ns;bid;bid_volume;ask;ask_volume;last
1700004560000000000;46436.59;3.1237;46443.15;2.3237;46439.87
1700004620000000000;46468.62;1.9857;46477.0;1.4822;46472.81
1700004680000000000;46497.99;2.3634;46504.21;1.6022;46501.1
1700004740000000000;46491.23;5.9072;46498.38;4.3407;46494.81
1700004800000000000;46488.87;4.3552;46495.8;3.1341;46492.34
1700004860000000000;46480.41;2.7801;46489.9;2.0287;46485.15
1700004920000000000;46503.57;1.8971;46508.93;1.5174;46506.25
1700004980000000000;46524.19;4.0662;46530.02;3.3657;46527.1
1700005040000000000;46517.87;4.8723;46527.03;4.2624;46522.45
1700005100000000000;46537.23;2.004;46545.08;1.7035;46541.15
1700005160000000000;46548.12;4.9918;46557.87;4.3034;46553.0
1700005220000000000;46542.18;3.3465;46547.27;3.066;46544.72
1700005280000000000;46551.66;3.8103;46559.01;3.064;46555.34
1700005340000000000;46565.66;2.6841;46572.86;2.2841;46569.26
1700005400000000000;46550.55;2.1558;46555.9;2.1434;46553.23
1700005460000000000;46545.22;3.9629;46554.7;3.765;46549.96
1700005520000000000;46540.92;3.1122;46544.73;3.3216;46542.82
1700005580000000000;46536.26;1.8419;46545.46;2.0507;46540.86
1700005640000000000;46546.39;4.292;46551.18;4.124;46548.79
1700005700000000000;46562.47;1.8096;46572.35;1.8464;46567.41
1700005760000000000;46572.54;2.924;46577.92;3.1777;46575.23
1700005820000000000;46552.18;2.3404;46557.81;2.1454;46554.99
1700005880000000000;46532.44;1.5657;46536.25;1.9155;46534.35
1700005940000000000;46522.75;3.1763;46526.46;3.6754;46524.6
1700006000000000000;46526.65;3.5096;46532.84;4.1136;46529.74
1700006060000000000;46530.01;3.38;46539.32;4.0695;46534.67
1700006120000000000;46534.92;3.6126;46543.41;4.2557;46539.17
1700006180000000000;46529.87;1.3701;46537.36;1.7551;46533.62
1700006240000000000;46537.7;2.4327;46546.64;3.3529;46542.17
1700006300000000000;46537.52;1.5521;46541.86;1.7138;46539.69
1700006360000000000;46509.56;3.141;46519.49;4.0085;46514.52
1700006420000000000;46491.13;1.8228;46497.78;2.2342;46494.46
1700006480000000000;46493.09;1.8101;46496.9;2.1897;46494.99
1700006540000000000;46474.58;3.6872;46484.32;5.3718;46479.45
1700006600000000000;46453.58;3.0598;46458.26;4.1815;46455.92
1700006660000000000;46423.98;2.0333;46428.22;2.267;46426.1
1700006720000000000;46411.52;3.1623;46416.0;4.757;46413.76
1700006780000000000;46407.05;2.397;46410.23;3.5219;46408.64
1700006840000000000;46396.71;3.7328;46400.27;5.7449;46398.49
1700006900000000000;46366.03;1.623;46369.69;2.5118;46367.86
1700006960000000000;46335.06;3.8198;46338.66;5.6903;46336.86
1700007020000000000;46315.66;1.1604;46324.34;2.0968;46320.0
1700007080000000000;46279.22;3.2995;46285.76;4.5115;46282.49
1700007140000000000;46257.61;2.757;46262.8;4.728;46260.21
1700007200000000000;46256.14;3.4162;46262.98;5.236;46259.56
1700007260000000000;46249.68;1.6601;46256.09;2.4709;46252.88
1700007320000000000;46238.35;4.2363;46243.56;6.5888;46240.96
1700007380000000000;46229.66;2.1748;46234.23;2.8771;46231.95
1700007440000000000;46222.92;3.0616;46228.7;4.986;46225.81
1700007500000000000;46191.41;2.6485;46195.06;4.483;46193.24
1700007560000000000;46154.04;2.7283;46157.67;4.7201;46155.85
1700007620000000000;46127.36;3.8675;46131.03;5.8585;46129.19
1700007680000000000;46116.8;3.2189;46121.03;5.863;46118.92
1700007740000000000;46110.9;1.6654;46115.71;3.021;46113.31
1700007800000000000;46099.24;4.0751;46103.34;6.9381;46101.29
1700007860000000000;46094.62;3.195;46098.73;5.6743;46096.68
1700007920000000000;46072.03;1.8337;46076.66;3.1443;46074.35
1700007980000000000;46063.49;3.0279;46070.56;4.8145;46067.02
1700008040000000000;46050.74;3.6679;46059.08;6.3853;46054.91
1700008100000000000;46010.36;3.4061;46016.57;5.6714;46013.46
1700008160000000000;45978.29;4.0488;45986.58;6.7173;45982.43
1700008220000000000;45946.32;1.3325;45955.44;2.108;45950.88
1700008280000000000;45937.67;1.6846;45945.02;2.8932;45941.35
1700008340000000000;45922.28;2.232;45930.76;4.0897;45926.52
1700008400000000000;45886.02;2.1903;45892.71;3.9993;45889.36
1700008460000000000;45851.65;3.1627;45856.97;4.9201;45854.31
1700008520000000000;45819.12;2.1888;45824.03;3.9107;45821.57
1700008580000000000;45779.85;2.582;45787.88;4.3814;45783.86
1700008640000000000;45760.95;3.0492;45765.21;5.51;45763.08
1700008700000000000;45739.16;4.0507;45745.02;7.1139;45742.09
1700008760000000000;45698.4;1.6433;45706.23;2.3282;45702.32
1700008820000000000;45665.97;1.2788;45673.33;2.397;45669.65
1700008880000000000;45651.51;4.0099;45657.23;7.0385;45654.37
1700008940000000000;45621.09;3.482;45626.76;5.8494;45623.93
1700009000000000000;45582.99;2.0704;45588.94;3.5124;45585.96
1700009060000000000;45570.18;2.0707;45574.17;3.9786;45572.18
1700009120000000000;45551.97;4.348;45555.51;7.1146;45553.74
1700009180000000000;45538.86;1.2026;45546.79;1.9741;45542.82
1700009240000000000;45497.14;2.9547;45504.61;5.173;45500.88
1700009300000000000;45465.3;1.4628;45470.26;2.7376;45467.78
1700009360000000000;45441.21;3.9366;45449.37;6.3308;45445.29
1700009420000000000;45440.52;2.6819;45444.08;4.1343;45442.3
1700009480000000000;45410.79;3.6353;45419.58;5.6336;45415.18
1700009540000000000;45397.79;3.7765;45405.38;6.3284;45401.58
1700009600000000000;45387.82;2.8334;45392.29;4.8236;45390.06
1700009660000000000;45358.25;2.4216;45368.24;3.7312;45363.24
1700009720000000000;45335.3;1.886;45342.42;2.9678;45338.86
1700009780000000000;45325.26;1.8071;45331.82;2.6316;45328.54
1700009840000000000;45308.27;3.9275;45314.39;6.0302;45311.33
1700009900000000000;45290.84;2.6206;45296.65;3.7878;45293.74
1700009960000000000;45257.21;1.185;45261.76;1.9728;45259.49
1700010020000000000;45235.08;1.72;45241.28;2.6695;45238.18
1700010080000000000;45211.6;2.8566;45216.43;3.755;45214.01
1700010140000000000;45176.36;3.9986;45182.5;5.6477;45179.43
1700010200000000000;45180.01;3.8974;45187.76;5.1037;45183.89
1700010260000000000;45153.65;2.6237;45162.18;3.1667;45157.92
1700010320000000000;45158.7;2.6491;45166.04;3.4361;45162.37
1700010380000000000;45146.26;3.4249;45150.55;4.8261;45148.4
1700010440000000000;45118.76;1.9134;45121.87;2.8288;45120.32
1700010500000000000;45101.75;2.5349;45104.88;3.3395;45103.32
1700010560000000000;45092.19;1.6289;45097.51;2.0257;45094.85
1700010620000000000;45071.17;2.8794;45078.79;3.8483;45074.98
1700010680000000000;45054.56;2.3828;45059.49;3.1224;45057.02
1700010740000000000;45064.4;2.4928;45072.79;2.6555;45068.6
1700010800000000000;45073.03;3.9084;45078.29;4.9414;45075.66
1700010860000000000;45052.07;2.4247;45057.83;2.8689;45054.95
1700010920000000000;45032.07;1.5507;45037.94;1.8437;45035.01
1700010980000000000;45010.84;2.7445;45015.96;2.9522;45013.4
1700011040000000000;45017.44;2.1712;45022.76;2.3162;45020.1
1700011100000000000;44995.53;3.8109;45000.46;4.3894;44997.99
1700011160000000000;44981.02;1.3695;44989.36;1.5509;44985.19
1700011220000000000;44980.44;3.6763;44984.44;4.2762;44982.44
1700011280000000000;44990.16;3.7814;44999.35;3.9571;44994.76
1700011340000000000;44990.43;2.5956;44997.52;2.2935;44993.97
1700011400000000000;44995.94;1.6655;44999.42;1.3542;44997.68
1700011460000000000;44989.79;3.4564;44999.69;3.4388;44994.74
1700011520000000000;44993.36;2.1253;45000.6;2.2903;44996.98
1700011580000000000;45001.13;3.8192;45007.99;3.1646;45004.56
1700011640000000000;45017.25;1.8215;45023.63;1.9468;45020.44
1700011700000000000;45034.96;3.2503;45044.28;2.6998;45039.62
1700011760000000000;45051.83;2.9718;45058.58;2.3231;45055.21
1700011820000000000;45039.46;1.7159;45048.16;1.5143;45043.81
1700011880000000000;45036.99;3.1627;45043.13;2.6456;45040.06
1700011940000000000;45054.38;2.2393;45057.73;1.8778;45056.06
1700012000000000000;45059.2;1.7595;45068.17;1.1202;45063.68
1700012060000000000;45078.96;5.5282;45087.9;3.986;45083.43
1700012120000000000;45082.78;4.5604;45088.83;3.4619;45085.81
1700012180000000000;45078.0;4.1572;45081.9;3.2465;45079.95
1700012240000000000;45089.27;3.3119;45096.08;2.1941;45092.68
1700012300000000000;45098.12;2.7176;45102.25;2.189;45100.18
1700012360000000000;45092.43;5.3589;45097.13;3.5937;45094.78
1700012420000000000;45114.29;4.6263;45122.96;3.3274;45118.62
1700012480000000000;45123.88;2.7411;45129.2;2.0257;45126.54
1700012540000000000;45141.73;1.9028;45146.07;1.3626;45143.9
1700012600000000000;45142.9;5.5078;45150.24;3.7571;45146.57
1700012660000000000;45158.7;5.3925;45162.22;3.3155;45160.46
1700012720000000000;45166.64;4.959;45174.41;3.3107;45170.53
1700012780000000000;45180.76;5.5516;45187.58;3.6484;45184.17
1700012840000000000;45217.74;2.8428;45221.98;1.842;45219.86
1700012900000000000;45235.12;2.2413;45241.33;1.3191;45238.23
1700012960000000000;45250.97;4.2646;45260.47;2.664;45255.72
1700013020000000000;45263.78;5.2562;45271.11;3.1513;45267.44
1700013080000000000;45281.98;4.7386;45286.14;3.0483;45284.06
1700013140000000000;45299.39;3.4251;45309.21;2.1291;45304.3
1700013200000000000;45330.02;3.2782;45334.7;1.99;45332.36
1700013260000000000;45332.84;2.5043;45341.77;1.6534;45337.3
1700013320000000000;45353.86;2.8107;45362.22;1.5342;45358.04
1700013380000000000;45361.56;5.8124;45369.45;3.3447;45365.5
1700013440000000000;45373.17;2.3813;45380.2;1.1041;45376.68
1700013500000000000;45405.51;4.1754;45414.14;2.2403;45409.82
1700013560000000000;45441.04;6.6495;45448.06;3.9476;45444.55
1700013620000000000;45480.69;2.0194;45485.47;1.468;45483.08
1700013680000000000;45504.76;4.3056;45511.22;2.8825;45507.99
1700013740000000000;45531.59;4.8634;45538.69;2.7192;45535.14
1700013800000000000;45556.97;2.9933;45565.56;1.757;45561.26
1700013860000000000;45577.25;4.7045;45581.29;2.5464;45579.27
1700013920000000000;45612.95;7.0178;45621.19;3.9019;45617.07
1700013980000000000;45656.2;3.4206;45660.88;2.112;45658.54
1700014040000000000;45665.77;6.8325;45669.17;4.1657;45667.47
1700014100000000000;45686.37;6.671;45696.09;3.8509;45691.23
1700014160000000000;45721.69;2.4003;45726.52;1.3301;45724.1
1700014220000000000;45757.69;2.2605;45764.46;1.3452;45761.07
1700014280000000000;45800.25;3.5987;45808.96;2.362;45804.6
1700014340000000000;45827.06;4.7264;45832.28;2.871;45829.67
1700014400000000000;45833.95;2.4079;45840.59;1.7107;45837.27
1700014460000000000;45860.01;4.369;45864.13;2.3768;45862.07
1700014520000000000;45874.25;6.876;45880.61;3.9226;45877.43
1700014580000000000;45904.05;6.8912;45909.52;3.913;45906.79
1700014640000000000;45926.01;6.1974;45934.62;3.3177;45930.32
1700014700000000000;45961.38;2.5242;45970.77;1.4867;45966.07
1700014760000000000;45972.79;4.7395;45976.81;2.7383;45974.8
1700014820000000000;45995.73;6.5432;46003.54;3.8278;45999.64
1700014880000000000;46020.71;3.3597;46024.11;2.3629;46022.41
1700014940000000000;46052.13;3.6784;46056.03;2.3281;46054.08
1700015000000000000;46092.56;5.5008;46097.89;3.5486;46095.22
1700015060000000000;46112.87;5.0259;46121.24;3.1268;46117.06
1700015120000000000;46130.97;5.1754;46137.1;3.1581;46134.04
1700015180000000000;46146.13;4.4129;46152.55;2.6897;46149.34
1700015240000000000;46150.65;2.4706;46154.12;1.6532;46152.39
1700015300000000000;46188.21;6.4689;46194.01;4.2027;46191.11
1700015360000000000;46211.77;5.5792;46221.47;3.4158;46216.62
1700015420000000000;46251.29;5.2323;46256.68;3.4558;46253.99
1700015480000000000;46270.7;4.7485;46276.0;2.8185;46273.35
1700015540000000000;46301.75;3.8171;46304.78;2.6074;46303.26
1700015600000000000;46330.4;3.8782;46339.46;2.6042;46334.93
1700015660000000000;46349.92;3.4751;46354.44;2.1235;46352.18
1700015720000000000;46369.27;4.0741;46372.72;2.7707;46370.99
1700015780000000000;46380.45;6.2884;46388.77;4.3744;46384.61
1700015840000000000;46393.34;4.3603;46399.96;3.0643;46396.65
1700015900000000000;46387.2;5.0128;46395.03;3.6236;46391.11
1700015960000000000;46397.25;2.5255;46403.15;2.1455;46400.2
1700016020000000000;46418.0;3.1413;46426.81;1.978;46422.4
1700016080000000000;46431.54;3.1135;46436.73;1.9028;46434.14
1700016140000000000;46459.55;5.5902;46467.23;4.4293;46463.39
1700016200000000000;46472.24;3.9642;46479.28;3.1857;46475.76
1700016260000000000;46470.71;4.1419;46473.94;3.6239;46472.32
1700016320000000000;46465.46;2.8192;46474.84;2.0917;46470.15
1700016380000000000;46483.78;2.2481;46488.05;2.1758;46485.92
1700016440000000000;46506.31;5.2311;46512.02;3.9445;46509.16
1700016500000000000;46518.06;2.6016;46522.54;2.1459;46520.3
1700016560000000000;46527.07;2.4219;46531.59;2.1293;46529.33
1700016620000000000;46542.56;4.5581;46547.57;3.9217;46545.07
1700016680000000000;46535.67;2.3748;46542.27;2.3054;46538.97
1700016740000000000;46546.24;4.1808;46550.93;3.9237;46548.58
1700016800000000000;46541.13;3.1838;46549.43;2.8211;46545.28
1700016860000000000;46527.4;4.1779;46532.22;3.7531;46529.81
1700016920000000000;46511.14;3.9456;46515.53;4.0141;46513.33
1700016980000000000;46492.78;2.5259;46499.26;2.5396;46496.02
1700017040000000000;46490.67;3.2529;46499.52;3.5081;46495.1
1700017100000000000;46472.5;3.7342;46476.68;4.0261;46474.59
1700017160000000000;46471.64;1.8435;46480.53;2.0517;46476.08
1700017220000000000;46484.0;3.6766;46490.53;3.8341;46487.26
1700017280000000000;46488.14;2.7928;46496.64;3.1181;46492.39
1700017340000000000;46483.17;3.1496;46487.65;3.2993;46485.41
1700017400000000000;46473.32;2.352;46478.93;2.6149;46476.12
1700017460000000000;46449.49;2.2307;46456.1;2.5485;46452.79
1700017520000000000;46446.54;3.0926;46452.05;4.0281;46449.29
1700017580000000000;46434.92;1.5815;46442.39;1.769;46438.65
1700017640000000000;46417.47;3.4475;46421.64;4.7431;46419.56
1700017700000000000;46399.2;3.9679;46404.61;5.2301;46401.9
1700017760000000000;46368.89;1.2495;46374.45;1.9891;46371.67
1700017820000000000;46375.93;3.2842;46380.1;3.9168;46378.01
1700017880000000000;46348.77;1.4459;46355.3;2.0231;46352.04
1700017940000000000;46352.44;2.9219;46356.24;3.997;46354.34
1700018000000000000;46324.47;1.7981;46331.71;2.1356;46328.09
1700018060000000000;46289.35;2.2152;46298.33;3.1871;46293.84
1700018120000000000;46276.47;3.9456;46279.59;5.2636;46278.03
1700018180000000000;46251.38;3.2443;46256.33;4.7507;46253.85
1700018240000000000;46239.63;2.8259;46244.45;4.2053;46242.04
1700018300000000000;46225.81;1.6504;46235.67;2.4459;46230.74
1700018360000000000;46196.89;2.0093;46202.49;3.0612;46199.69
1700018420000000000;46169.1;1.8253;46175.33;3.0534;46172.21
1700018480000000000;46166.29;2.1132;46171.83;3.6701;46169.06
1700018540000000000;46165.25;2.5425;46168.57;3.9008;46166.91
1700018600000000000;46149.39;2.5953;46158.18;3.7367;46153.79
1700018660000000000;46119.36;1.6063;46127.15;2.5952;46123.26
1700018720000000000;46088.07;2.5662;46091.81;3.6553;46089.94
1700018780000000000;46064.05;1.7445;46071.32;3.0449;46067.68
1700018840000000000;46054.27;2.8823;46061.19;4.9857;46057.73
1700018900000000000;46028.26;2.6579;46031.66;4.3385;46029.96
1700018960000000000;46008.63;3.6347;46015.21;6.1786;46011.92
1700019020000000000;45976.16;3.8354;45981.23;6.6871;45978.7
1700019080000000000;45952.21;2.8658;45957.92;5.1912;45955.07
1700019140000000000;45922.57;2.5533;45928.95;4.2082;45925.76
1700019200000000000;45878.81;2.4325;45885.47;4.0404;45882.14
1700019260000000000;45868.46;1.94;45872.71;3.5925;45870.58
1700019320000000000;45843.58;1.7919;45847.67;3.315;45845.62
1700019380000000000;45799.08;3.2109;45803.78;5.929;45801.43
1700019440000000000;45787.36;3.3691;45793.58;5.9531;45790.47
1700019500000000000;45781.0;3.5238;45788.14;6.0891;45784.57
1700019560000000000;45752.28;2.673;45759.82;4.4342;45756.05
1700019620000000000;45721.05;4.3272;45727.85;7.2254;45724.45
1700019680000000000;45696.93;2.2095;45700.49;3.3396;45698.71
1700019740000000000;45674.19;4.0759;45682.5;6.98;45678.35
1700019800000000000;45646.42;3.7106;45653.98;5.9413;45650.2
1700019860000000000;45618.53;2.2239;45626.64;3.7631;45622.58
1700019920000000000;45587.18;1.4753;45594.44;2.5262;45590.81
1700019980000000000;45574.39;3.7802;45579.67;7.0666;45577.03
1700020040000000000;45531.75;1.8728;45537.63;3.6837;45534.69
1700020100000000000;45519.17;1.7465;45525.91;2.7801;45522.54
1700020160000000000;45496.15;3.9571;45503.86;6.9706;45500.01
1700020220000000000;45458.37;3.5853;45467.97;6.2764;45463.17
1700020280000000000;45448.39;2.9663;45455.47;5.1869;45451.93
1700020340000000000;45405.99;3.9802;45410.21;6.485;45408.1
1700020400000000000;45387.85;2.3712;45393.9;4.0398;45390.88
1700020460000000000;45381.52;2.586;45386.3;4.5035;45383.91
1700020520000000000;45370.9;3.3104;45380.71;5.2775;45375.81
1700020580000000000;45333.99;3.1483;45337.14;4.9514;45335.57
1700020640000000000;45324.72;3.1899;45332.55;5.4028;45328.64
1700020700000000000;45306.23;2.9527;45311.57;4.7654;45308.9
1700020760000000000;45275.44;2.0445;45285.4;3.169;45280.42
1700020820000000000;45238.1;3.3977;45243.57;5.1553;45240.83
1700020880000000000;45202.91;1.4039;45210.34;1.9583;45206.62
1700020940000000000;45190.31;3.5053;45198.62;5.8714;45194.46
1700021000000000000;45173.14;3.2307;45177.77;5.5535;45175.46
1700021060000000000;45167.59;3.2958;45170.66;4.9668;45169.12
1700021120000000000;45145.95;1.1546;45153.13;2.096;45149.54
1700021180000000000;45117.47;2.5142;45126.53;3.6236;45122.0
1700021240000000000;45081.51;2.1509;45089.21;3.2611;45085.36
1700021300000000000;45068.52;1.9024;45072.85;2.7344;45070.68
1700021360000000000;45044.37;3.9613;45051.7;6.1411;45048.04
1700021420000000000;45040.25;3.1149;45047.82;4.2499;45044.04
1700021480000000000;45015.61;2.1679;45020.8;2.9285;45018.21
1700021540000000000;45013.99;3.4387;45021.51;4.8982;45017.75
1700021600000000000;44999.8;1.7136;45004.63;2.8512;45002.21
1700021660000000000;44992.94;3.0346;45000.38;4.2256;44996.66
1700021720000000000;44962.4;2.3249;44970.22;3.6276;44966.31
1700021780000000000;44954.13;1.8894;44957.24;2.5994;44955.68
1700021840000000000;44922.3;3.314;44928.15;4.1533;44925.23
1700021900000000000;44922.38;1.1392;44926.4;1.5659;44924.39
1700021960000000000;44925.73;4.0851;44930.94;5.1864;44928.34
1700022020000000000;44935.14;3.4301;44942.69;4.1471;44938.92
1700022080000000000;44924.75;1.6424;44932.53;1.5757;44928.64
1700022140000000000;44936.01;4.1426;44943.72;4.8292;44939.87
1700022200000000000;44931.11;1.698;44937.26;1.6021;44934.18
1700022260000000000;44915.35;3.2867;44920.65;3.7251;44918.0
1700022320000000000;44914.65;1.9441;44919.84;1.9768;44917.24
1700022380000000000;44919.91;4.0396;44923.11;4.6425;44921.51
1700022440000000000;44903.34;3.5966;44908.62;4.0946;44905.98
1700022500000000000;44884.33;3.8857;44893.45;4.3802;44888.89
1700022560000000000;44875.11;2.2527;44883.05;2.3572;44879.08
1700022620000000000;44890.52;1.3851;44895.78;1.6152;44893.15
1700022680000000000;44884.47;3.2456;44890.66;3.4035;44887.57
1700022740000000000;44882.21;3.8404;44888.6;3.8115;44885.4
1700022800000000000;44890.95;2.7267;44898.57;2.776;44894.76
1700022860000000000;44911.62;2.564;44916.45;2.3666;44914.04
1700022920000000000;44909.35;3.5879;44914.92;3.331;44912.13
1700022980000000000;44928.89;2.0894;44932.73;1.9395;44930.81
1700023040000000000;44952.03;3.1042;44956.47;2.7756;44954.25
1700023100000000000;44972.97;1.9803;44982.27;1.5202;44977.62
1700023160000000000;44963.46;3.1616;44969.25;2.7803;44966.35
1700023220000000000;44954.37;4.0091;44964.13;3.4668;44959.25
1700023280000000000;44951.32;3.8985;44954.83;3.3066;44953.07
1700023340000000000;44956.05;2.8588;44963.71;1.994;44959.88
1700023400000000000;44980.56;3.1163;44989.13;2.1365;44984.85
1700023460000000000;44998.83;5.3419;45003.5;3.8982;45001.17
1700023520000000000;45024.9;4.0005;45032.69;3.0797;45028.79
1700023580000000000;45048.96;5.0632;45052.46;3.4508;45050.71
1700023640000000000;45062.03;5.1333;45067.94;3.8108;45064.99
1700023700000000000;45086.26;2.8131;45092.75;1.7552;45089.51
1700023760000000000;45105.07;2.3218;45113.93;1.9527;45109.5
1700023820000000000;45132.17;3.1645;45136.3;2.1925;45134.24
1700023880000000000;45161.18;2.7557;45167.55;1.7737;45164.37
1700023940000000000;45169.8;2.7522;45173.79;1.8291;45171.79
1700024000000000000;45187.97;2.7377;45191.75;1.6259;45189.86
1700024060000000000;45216.43;3.0993;45219.58;2.192;45218.01
1700024120000000000;45231.82;4.0969;45240.06;2.3349;45235.94
1700024180000000000;45257.18;3.7072;45260.59;2.1389;45258.88
1700024240000000000;45255.96;1.9903;45265.84;1.1127;45260.9
1700024300000000000;45280.94;2.6977;45289.71;1.701;45285.32
1700024360000000000;45288.57;3.995;45292.89;2.6046;45290.73
1700024420000000000;45294.63;4.7792;45303.72;3.113;45299.18
1700024480000000000;45308.42;5.6692;45315.4;3.3641;45311.91
1700024540000000000;45312.75;5.5917;45319.51;3.57;45316.13
1700024600000000000;45350.02;2.2134;45356.42;1.3418;45353.22
1700024660000000000;45381.44;2.0847;45390.15;1.482;45385.79
1700024720000000000;45395.82;5.9179;45405.54;3.4481;45400.68
1700024780000000000;45435.09;1.9186;45440.13;1.434;45437.61
1700024840000000000;45466.33;6.7103;45470.55;3.8483;45468.44
1700024900000000000;45478.14;6.2296;45485.7;3.3251;45481.92
1700024960000000000;45508.66;2.5532;45513.93;1.3422;45511.29
1700025020000000000;45514.12;2.2999;45523.92;1.3531;45519.02
1700025080000000000;45525.57;2.1614;45535.47;1.3557;45530.52
1700025140000000000;45555.2;5.8767;45562.13;3.3594;45558.66
1700025200000000000;45600.81;4.4719;45604.57;2.8938;45602.69
1700025260000000000;45624.08;6.53;45630.58;3.6959;45627.33
1700025320000000000;45631.75;2.5145;45635.84;1.402;45633.79
1700025380000000000;45673.93;5.9643;45679.79;3.347;45676.86
1700025440000000000;45719.42;6.5064;45723.03;3.8371;45721.22
